,price,year,developer,item_id
5979,34.99,2016.0,PERFECT PARALLEL,288140.0
5980,2.99,2016.0,"Traveller's Tales,TT Games,Feral Interactive (Mac)",449390.0
5981,4.99,2016.0,HFM Games,448020.0
5982,0.0,2016.0,Gearbox Software,394230.0
5983,14.99,2016.0,ChAIR Entertainment,385560.0
5984,4.99,2016.0,Rob Howland,435519.0
5985,19.99,2016.0,Imagitech,452950.0
5986,3.99,2006.0,,467190.0
5987,19.99,2016.0,Texel Raptor,453090.0
5988,3.99,2006.0,,467180.0
5989,3.99,2007.0,,467110.0
5990,3.99,2007.0,,467100.0
5991,3.99,2009.0,,467160.0
5992,3.99,2008.0,,467200.0
5993,3.99,2010.0,,467140.0
5994,3.99,2011.0,,467130.0
5995,11.99,2016.0,Whalegun,405000.0
5996,4.99,2016.0,"Timushev Vladimir,Composer-Motorin Dmitry (Djinotan)",408110.0
5997,2.99,2016.0,Atum Software,461880.0
5998,6.99,2016.0,"SmiteWorks USA, LLC",468520.0
5999,6.99,2016.0,"SmiteWorks USA, LLC",468610.0
6000,5.99,2016.0,"SmiteWorks USA, LLC",471310.0
6001,9.99,2016.0,Coolegion,461580.0
6002,0.0,2016.0,Crunchy Games,420790.0
6003,0.0,2016.0,Dark Gaia Studios,461820.0
6004,2.99,2016.0,Ubisoft - San Francisco,436619.0
6005,9.99,2016.0,Ubisoft - San Francisco,436622.0
6006,24.99,2016.0,Deck13 Hamburg,350110.0
6007,2.99,2016.0,"Traveller's Tales,TT Games,Feral Interactive (Mac)",449391.0
6008,1.99,2016.0,"Benedict Nichols,Machine 22",470230.0
6009,7.99,2016.0,DEADBIT,425150.0
6010,2.99,2016.0,Ubisoft - San Francisco,436618.0
6011,2.99,2016.0,Ubisoft - San Francisco,436621.0
6012,2.99,2016.0,Ubisoft - San Francisco,436620.0
6013,0.99,2016.0,Robert Alvarez,463220.0
6014,0.0,2016.0,Wish Fang,471450.0
6015,3.99,2008.0,,452110.0
6016,6.99,2016.0,Indievision,465930.0
6017,1.99,2004.0,,464190.0
6018,0.99,2016.0,"SnowFlame,Back To Basics Gaming",469730.0
6019,4.99,2015.0,A Crowd of Monsters,384380.0
6020,12.99,2016.0,WONDERFUL LASERS,444670.0
6021,2.99,2016.0,Pilgrim Adventures,460960.0
6022,3.99,2016.0,Marco Tancredi,466580.0
6023,4.99,2016.0,Unknown Worlds Entertainment,471240.0
6024,1.99,2016.0,"Burnin Ape,Onivia Games",406670.0
6025,9.99,2016.0,FOAM Entertainment,351990.0
6026,39.99,2016.0,Milepost Simulations,325976.0
6027,9.99,2016.0,Virtual Racing Industries Ltd.,453060.0
6028,0.99,2016.0,Just1337 Studio,468490.0
6029,3.99,2016.0,Adam Wells,447000.0
6030,4.99,2016.0,"Daniel Snd,Thiago Adamo,Bitten Toast Games Inc.",413500.0
6031,19.99,2016.0,Ankama Studio,451110.0
6032,29.99,2016.0,Square Enix,359870.0
6033,4.99,2016.0,Rionix,462580.0
6034,9.99,2016.0,Fraoula,433910.0
6035,9.99,2016.0,"Gogii Games,World-Loom",466490.0
6036,0.0,2016.0,OVERKILL - a Starbreeze Studio.,468410.0
6037,3.99,2016.0,Astronomic Games,467000.0
6038,6.99,2016.0,Magory.net,449420.0
6039,9.99,2016.0,"Firaxis,Feral Interactive (Mac),Feral Interactive (Linux)",433090.0
6040,2.99,2016.0,Magory.net,470770.0
6041,4.99,2016.0,Whalebox Studio,433200.0
6042,11.99,2016.0,Whalebox Studio,363520.0
6043,1.99,2016.0,Dan Fornace,456600.0
6044,3.99,2010.0,,450200.0
6045,3.99,2015.0,,450260.0
6046,3.99,2015.0,,450270.0
6047,2.99,2016.0,nobodyshot,453270.0
6048,3.99,2013.0,,450280.0
6049,3.99,2011.0,,450300.0
6050,3.99,2014.0,,450310.0
6051,3.99,2014.0,,446690.0
6052,3.99,2011.0,,450230.0
6053,3.99,2010.0,,421320.0
6054,3.99,2015.0,,452140.0
6055,0.0,2016.0,Kingdom Games,466380.0
6056,3.99,2012.0,,452160.0
6057,3.99,2010.0,,452150.0
6058,3.99,2000.0,,452270.0
6059,3.99,2002.0,,452170.0
6060,3.99,2003.0,,452260.0
6061,3.99,1998.0,,452300.0
6062,3.99,2009.0,,452350.0
6063,3.99,2014.0,,452330.0
6064,3.99,2009.0,,452370.0
6065,3.99,2001.0,,452380.0
6066,3.99,2004.0,,452360.0
6067,4.99,2016.0,Dream Reactor,464330.0
6068,24.99,2016.0,Novectacle,303310.0
6069,4.99,2016.0,Dream Reactor,465230.0
6070,11.99,2013.0,Novectacle,458790.0
6071,1.99,2016.0,Chandler Rounsley,461640.0
6072,2.99,2014.0,Nuno Donato,473520.0
6073,1.99,2016.0,NodziGames,473510.0
6074,11.99,2016.0,STUDIO HG,467930.0
6075,7.49,2004.0,,427400.0
6076,24.99,2016.0,Panoramik Inc,462660.0
6077,1.99,2016.0,AngryAngelGames,466210.0
6078,14.99,2016.0,"Digital Skills,The Game Creators",473430.0
6079,13.99,2016.0,"SmiteWorks USA, LLC",471250.0
6080,3.99,2016.0,Kyrylo Kuzyk,467210.0
6081,0.0,2016.0,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",473850.0
6082,29.99,2016.0,Dambuster Studios,223100.0
6083,17.99,2016.0,Ska Studios,283640.0
6084,14.99,2016.0,Pera Games,402310.0
6085,14.99,2016.0,Dambuster Studios,445990.0
6086,2.99,2016.0,"Traveller's Tales,TT Games,Feral Interactive (Mac)",449392.0
6087,9.99,2016.0,Hyper Hippo Games,471650.0
6088,0.99,2016.0,16bit Nights,473560.0
6089,13.99,2016.0,,462470.0
6090,0.99,2016.0,IOZO GAMES,388830.0
6091,7.99,2016.0,"SNK CORPORATION,DotEmu",366270.0
6092,3.99,2009.0,Lonely Troops,471170.0
6093,19.99,2016.0,Misfits Attic,254320.0
6094,9.99,2016.0,"Nippon Ichi Software, Inc.",368640.0
6095,4.99,2016.0,Arvydas Žemaitis,473090.0
6096,1.99,2016.0,Byzantine Games,461935.0
6097,4.99,2016.0,Code Avarice,468800.0
6098,1.99,2016.0,,440150.0
6099,3.99,2016.0,Hut 90,463610.0
6100,5.99,2016.0,Eugen Systems,443730.0
6101,7.99,2016.0,Hut 90,463440.0
6102,0.0,2016.0,varlamov5264,448310.0
6103,11.99,2016.0,Frontier Developments,475180.0
6104,2.99,2016.0,Wreck Tangle Games,472630.0
6105,1.99,2016.0,FlyAnvil,453620.0
6106,6.99,2016.0,Felix Wunderlich,395100.0
6107,3.99,2016.0,SGS Team,372490.0
6108,0.99,2016.0,Felix Wunderlich,477830.0
6109,0.0,2016.0,"MPR ART Hallucinations,David Szymanski",466960.0
6110,16.99,2016.0,Jane Rachel Whittaker,343961.0
6111,3.99,2016.0,Warfare Studios,461380.0
6112,39.99,2016.0,PGN Inc,458750.0
6113,4.99,2016.0,Just1337 Studio,467950.0
6114,4.99,2016.0,pixepob,464240.0
6115,3.99,2016.0,RetroRevolution,467850.0
6116,1.99,2016.0,Dan Fornace,470691.0
6117,1.99,2016.0,Hipix Studio,466790.0
6118,0.99,2016.0,Chris Mailloux,364880.0
6119,4.99,2011.0,MagicalTimeBean,460970.0
6120,4.99,2016.0,Kivano,471570.0
6121,2.99,2016.0,ClockStone,463810.0
6122,0.0,2016.0,The Simutrans Team,434520.0
6123,0.0,2016.0,"Traveller's Tales,TT Games,Feral Interactive (Mac)",449394.0
6124,9.99,2016.0,Eipix Entertainment,466020.0
6125,4.99,2016.0,Nawia Games,474910.0
6126,0.0,2016.0,Fuero Games,454600.0
6127,4.99,2016.0,HUSH Interactive,473670.0
6128,2.99,2016.0,Ubisoft - San Francisco,436627.0
6129,2.99,2016.0,Ubisoft - San Francisco,436629.0
6130,2.99,2016.0,Ubisoft - San Francisco,436628.0
6131,7.99,2016.0,Ubisoft - San Francisco,436630.0
6132,2.99,2016.0,Storm Sharks Production,466420.0
6133,4.99,2016.0,"Flashback Games,The Lordz Games Studio",452981.0
6134,4.99,2016.0,"Flashback Games,The Lordz Games Studio",452982.0
6135,9.99,2016.0,"Buddy Cops, LLC",415740.0
6136,4.99,2016.0,Pixeljam,436470.0
6137,4.99,2016.0,GHRIAN STUDIO,472740.0
6138,49.99,2016.0,Eversim,467520.0
6139,9.99,2015.0,Hit the Crow,405960.0
6140,1.99,2016.0,Jonathan Mulcahy,461030.0
6141,9.99,2016.0,Green Sauce Games,453770.0
6142,12.99,2016.0,Myoubouh Corp,453320.0
6143,4.99,2016.0,Flump Studios,407940.0
6144,0.0,2016.0,Wormwood Studios,473660.0
6145,4.99,2016.0,FlatRedBall,441510.0
6146,7.99,2016.0,David Mccue,451900.0
6147,9.99,2016.0,Hoshko,478210.0
6148,3.99,2016.0,Treyarch,470190.0
6149,7.99,2016.0,Brightrock Games,363990.0
6150,4.99,2016.0,"Jesper The End,Selle Sellink,New Hansen",437520.0
6151,0.0,2016.0,Shugasu UG,466170.0
6152,49.99,2016.0,Polychop Simulations,411910.0
6153,9.99,2016.0,treeform,472490.0
6154,2.99,2016.0,Ackmi,454260.0
6155,1.99,1999.0,Random Thoughts Enterainment,473840.0
6156,14.99,2016.0,HellconX™ Games,465410.0
6157,18.99,2016.0,HellconX™ Games,465570.0
6158,3.99,2016.0,"Reverie World Studios, INC",476470.0
6159,0.99,2016.0,Arzola's,476240.0
6160,19.99,2016.0,Wastelands Interactive,449300.0
6161,12.99,2016.0,Liz-Arts,463460.0
6162,1.99,2016.0,COWCAT,481490.0
6163,2.99,2016.0,Ubisoft - San Francisco,436631.0
6164,6.99,2016.0,Sanzaru Games Inc.,429462.0
6165,2.99,2016.0,Ubisoft - San Francisco,436632.0
6166,7.99,2016.0,Ubisoft - San Francisco,436634.0
6167,9.99,2016.0,Righteous Hammer Games,463980.0
6168,0.0,2016.0,"Fabio Ferrara,Davide Caio,Nicolò Azzolini,Antonio Carcagnì,Luigi Di Guida,Tommaso Vita",310370.0
6169,7.49,2016.0,Abbey Games,460390.0
6170,4.99,2016.0,Space Budgie,483300.0
6171,14.99,2016.0,Pixelbomb Games,391550.0
6172,0.99,2016.0,SCS Software,461241.0
6173,0.0,2016.0,Monkeys Tales Studio,474010.0
6174,2.99,2016.0,Ubisoft - San Francisco,436633.0
6175,0.0,2016.0,Holotech Studios,420825.0
6176,0.0,2016.0,Holotech Studios,420824.0
6177,0.99,2016.0,StrangeLight Games,477290.0
6178,1.99,2016.0,Novel Tea Games,487050.0
6179,14.99,2016.0,Antuan Johnson,479100.0
6180,0.99,2016.0,Ductape studio,485890.0
6181,1.99,2016.0,AdroVGames,482300.0
6182,4.99,2016.0,Vidas Salavejus,486360.0
6183,4.99,2016.0,Fluik Entertainment Inc,431850.0
6184,19.99,2016.0,FlySimWare,457080.0
6185,0.99,2016.0,TAMSOFT,467031.0
6186,9.99,2016.0,Gamious,361280.0
6187,9.99,2016.0,"Stellar Jockeys,Gausswerks",468280.0
6188,9.99,2016.0,Cateia,459040.0
6189,0.0,2016.0,Stardock Entertainment,455460.0
6190,6.99,2016.0,Large Visible Machine,455200.0
6191,0.0,2016.0,YFC games,485760.0
6192,5.99,2016.0,Treyarch,366849.0
6193,0.99,2016.0,TAMSOFT,464511.0
6194,0.99,2016.0,TAMSOFT,467030.0
6195,2.99,2016.0,TAMSOFT,464522.0
6196,0.99,2016.0,TAMSOFT,464513.0
6197,1.99,2016.0,TAMSOFT,482221.0
6198,1.99,2016.0,TAMSOFT,482222.0
6199,19.99,2016.0,Anima Project,380750.0
6200,5.99,2016.0,TPP Studio,467960.0
6201,4.99,2016.0,Pon Pon Games,453300.0
6202,14.99,2016.0,Permadeath,385380.0
6203,2.99,2016.0,Starodymov,476880.0
6204,1.99,2016.0,Axel Sonic,485860.0
6205,3.99,2016.0,Focus Multimedia,478300.0
6206,6.99,2016.0,Focus Multimedia,478301.0
6207,2.99,2016.0,"Zachary Berenger,Eli Aldinger",476450.0
6208,9.99,2016.0,Boomzap Entertainment,466030.0
6209,2.49,2016.0,Avalanche Studios,442050.0
6210,3.99,2016.0,Petroglyph,482420.0
6211,9.99,2016.0,"Berserk Games,Cool Mini or Not",468726.0
6212,5.99,2016.0,Harbinger Beard,436280.0
6213,1.99,2016.0,Aeon Dream Studios,483790.0
6214,0.99,2016.0,CGGAMES,485560.0
6215,9.99,2016.0,Andy Jurko (Match Gems),487020.0
6216,0.0,2016.0,"Носков Сергей,Дмитрий Николаев",486210.0
6217,2.99,2016.0,ThinkOfGames,487370.0
6218,4.99,2015.0,,467230.0
6219,3.99,2016.0,@unepic_fran,488750.0
6220,12.99,2016.0,@unepic_fran,463270.0
6221,2.99,2016.0,Ubisoft - San Francisco,436637.0
6222,2.99,2016.0,Ubisoft - San Francisco,436638.0
6223,2.99,2016.0,Ubisoft - San Francisco,436639.0
6224,3.99,2012.0,,464410.0
6225,3.99,2012.0,,464420.0
6226,3.99,2013.0,,464430.0
6227,2.99,2016.0,Terminal Press,340770.0
6228,0.99,2016.0,"7Config,BadDoge",486820.0
6229,2.99,2016.0,Vidas Salavejus,488890.0
6230,4.99,2016.0,Eisenbahnwerk,295193.0
6231,4.99,2016.0,Matrix Trains,295197.0
6232,0.0,2016.0,Bad Pixel,442810.0
6233,1.99,2016.0,Bad Pixel,486560.0
6234,9.99,2016.0,Bad Pixel,486530.0
6235,1.99,2016.0,VGstudio,487610.0
6236,9.99,2016.0,Wetgenes,432030.0
6237,6.99,2016.0,Bunnycopter,366620.0
6238,1.99,2016.0,2DHD,487420.0
6239,7.99,2016.0,"SmiteWorks USA, LLC",489010.0
6240,9.99,2016.0,"SmiteWorks USA, LLC",488930.0
6241,4.99,2016.0,"SmiteWorks USA, LLC",489300.0
6242,1.99,2016.0,Ekuator Games,462611.0
6243,9.99,2016.0,Gaijin Entertainment,477821.0
6244,0.0,2016.0,Colossal Order Ltd.,456200.0
6245,7.99,2016.0,Digital Bounce House,411610.0
6246,29.99,2015.0,"Ageod,HQ",477750.0
6247,4.99,2016.0,JoyBits Ltd.,431640.0
6248,2.0,2012.0,David S Gallant,291090.0
6249,4.99,2016.0,,463870.0
6250,1.99,2016.0,7 Raven Studios,485090.0
6251,14.99,2016.0,"SmiteWorks USA, LLC",489450.0
6252,4.99,2016.0,TRIANGLE SERVICE,430290.0
6253,9.99,2016.0,RebRank,485010.0
6254,0.99,2016.0,Akakiy Petrushkin,473710.0
6255,0.0,2016.0,Storm Sharks Production,488700.0
6256,0.99,2016.0,vikingfabian.com,485620.0
6257,4.99,2016.0,"KADOKAWA,JStewart Music",462213.0
6258,4.99,2016.0,TRIANGLE SERVICE,473100.0
6259,7.99,2016.0,"KADOKAWA,Despain",462081.0
6260,11.99,2016.0,Avalanche Studios,400490.0
6261,4.99,2016.0,"KADOKAWA,Michael Rookard",462210.0
6262,4.99,2016.0,"KADOKAWA,Kairi Sawler",462211.0
6263,9.99,2016.0,KADOKAWA,462084.0
6264,9.99,2016.0,"KADOKAWA,PV Games",462083.0
6265,49.99,2016.0,Frogwares,350640.0
6266,14.99,2016.0,"Redlynx,Ubisoft Kiev",435480.0
6267,9.99,2016.0,Artogon Corp.,466060.0
6268,1.99,2016.0,Inferno Games,489700.0
6269,3.99,2016.0,Extend Mode,484890.0
6270,0.99,2016.0,AZAMATIKA,488280.0
6271,4.99,2016.0,Fading Club,490860.0
6272,0.0,2016.0,Lucas Wilde,450240.0
6273,2.99,2016.0,HyperBerry Games,488620.0
6274,4.99,2016.0,Inmatrix LTD,488640.0
6275,4.99,2016.0,Inmatrix LTD,404060.0
6276,4.99,2016.0,Worldgame entertainement,458450.0
6277,4.0,2016.0,Ballista Studios IVS,491160.0
6278,0.99,2016.0,Faton,491300.0
6279,4.99,2016.0,"Alec Smith,Dane Winn",485600.0
6280,2.99,2016.0,Anea_Duo_Dev,454180.0
6281,1.99,2016.0,Russpuppy,488580.0
6282,2.99,2016.0,Ubisoft - San Francisco,436641.0
6283,3.99,2010.0,Lonely Troops,485080.0
6284,34.99,2016.0,Freejam,490330.0
6285,3.99,2016.0,Stardock Entertainment,484860.0
6286,6.99,2016.0,Blue Lizard Games Inc.,466070.0
6287,0.0,2016.0,FiolaSoft Studio,487520.0
6288,9.99,2016.0,Bludgeonsoft,458330.0
6289,0.99,2016.0,Walter Machado,490230.0
6290,19.99,2016.0,"SmiteWorks USA, LLC",491840.0
6291,24.99,2016.0,Virtavia,457087.0
6292,12.99,2016.0,Vidan Design,457088.0
6293,1.99,2016.0,Magic Pixel Kft.,478034.0
6294,19.99,2016.0,"SmiteWorks USA, LLC",491680.0
6295,0.99,2016.0,TAMSOFT,467037.0
6296,0.99,2016.0,TAMSOFT,467035.0
6297,1.99,2016.0,TAMSOFT,467039.0
6298,0.99,2016.0,TAMSOFT,467036.0
6299,9.99,2016.0,Magic Pixel Kft.,486190.0
6300,1.99,2016.0,Magic Pixel Kft.,485143.0
6301,1.99,2016.0,Magic Pixel Kft.,478031.0
6302,1.99,2016.0,Magic Pixel Kft.,478056.0
6303,1.99,2016.0,Magic Pixel Kft.,478041.0
6304,1.99,2016.0,Magic Pixel Kft.,478057.0
6305,1.99,2016.0,Magic Pixel Kft.,478042.0
6306,1.99,2016.0,Magic Pixel Kft.,478045.0
6307,1.99,2016.0,Magic Pixel Kft.,478033.0
6308,1.99,2016.0,Magic Pixel Kft.,478030.0
6309,1.99,2016.0,Magic Pixel Kft.,478036.0
6310,1.99,2016.0,Magic Pixel Kft.,478039.0
6311,1.99,2016.0,Magic Pixel Kft.,478037.0
6312,1.99,2016.0,Magic Pixel Kft.,478053.0
6313,1.99,2016.0,Magic Pixel Kft.,485142.0
6314,1.99,2016.0,Magic Pixel Kft.,485141.0
6315,1.99,2016.0,TRIANGLE SERVICE,467870.0
6316,1.99,2016.0,Magic Pixel Kft.,478054.0
6317,9.99,2016.0,Limpage,488500.0
6318,0.99,2016.0,Evil Indie Games,459490.0
6319,19.99,2016.0,Dovetail Games,376956.0
6320,0.0,2016.0,Absolutist Ltd.,464800.0
6321,2.99,2016.0,EnsenaSoft,491580.0
6322,2.99,2016.0,"Jetdogs Studios,Zoom Out Games",491330.0
6323,4.99,2016.0,Jetdogs Studios,431260.0
6324,4.99,2016.0,Jetdogs Studios,450190.0
6325,2.99,2007.0,Anarchy Enterprises,489470.0
6326,0.99,2013.0,Choice of Games,492392.0
6327,3.99,2016.0,Playdev Gaming,489730.0
6328,11.99,2014.0,Zarfhome Software,376240.0
6329,34.99,2016.0,Zarfhome Software,477260.0
6330,0.99,2013.0,Choice of Games,492391.0
6331,2.99,2016.0,Mohawk Games,487300.0
6332,0.0,2012.0,SplitmediaLabs,433800.0
6333,2.99,2016.0,Jollyfish Games,455990.0
6334,9.99,2016.0,SplitmediaLabs,450530.0
6335,0.0,2016.0,Screeps,491760.0
6336,0.99,2016.0,Ethrea Dreams,463110.0
6337,9.99,2016.0,EleFun Games,466100.0
6338,19.99,2016.0,Gabriel Interactive,363530.0
6339,1.99,2016.0,"Deadly Silence Games (Alien Jellyfish),Nova Dimension",391310.0
6340,0.0,2016.0,STVR,334350.0
6341,4.99,2016.0,"BANDAI NAMCO Studios Vancouver,Hipster Whale,3 Sprockets",455400.0
6342,4.99,2016.0,Homegrown Games,460940.0
6343,7.99,2016.0,idris Celik,490380.0
6344,24.99,2016.0,4 I Lab,492260.0
6345,9.99,2016.0,COSEN,407320.0
6346,24.99,2016.0,4 I Lab,492250.0
6347,3.99,2015.0,,417620.0
6348,0.0,2016.0,"KADOKAWA,Yoji Ojima,Studio Saizensen",476051.0
6349,0.0,2016.0,"KADOKAWA,Yoji Ojima,Studio Saizensen",476052.0
6350,1.99,2016.0,RMking,486850.0
6351,2.99,2016.0,Naarassusi Game,493760.0
6352,4.99,2016.0,Shine Research,458510.0
6353,0.0,2016.0,"インレ,Inre",464780.0
6354,6.99,2016.0,MuHa Games,493950.0
6355,15.99,2016.0,Aerosoft GmbH,325134.0
6356,15.99,2016.0,Aerosoft GmbH,325133.0
6357,19.99,2016.0,"ZiMAD, Inc.",492330.0
6358,4.99,2016.0,Vector Arcade,453700.0
6359,0.0,2016.0,MuHa Games,488130.0
6360,0.99,2016.0,"Alexander Ahura,Alexey Davydov,Sergey Dvoynikov,Timofey Shargorodskiy",492480.0
6361,9.99,2016.0,Clever Endeavour Games,493070.0
6362,0.0,2016.0,MuHa Games,488140.0
6363,5.99,2013.0,Choice of Games,492370.0
6364,9.99,2016.0,Carbine Studios,479060.0
6365,34.99,2016.0,Carbine Studios,479061.0
6366,49.99,2016.0,"Trek Industries, Inc",493610.0
6367,4.99,2016.0,Defroids team,340030.0
6368,9.99,2016.0,Beamdog,467600.0
6369,9.99,2016.0,Beamdog,467620.0
6370,34.99,2016.0,Daybreak Game Company,494392.0
6371,1.99,2016.0,vested interest,467780.0
6372,39.99,2016.0,Daybreak Game Company,494390.0
6373,9.99,2016.0,"Image &amp; Form,Steam Powered Giraffe",490320.0
6374,1.99,2016.0,xPathfinder,398150.0
6375,1.99,2016.0,Unknown Worlds Entertainment,494080.0
6376,29.99,2016.0,"Traveller's Tales,TT Games,Feral Interactive (Mac)",438640.0
6377,4.99,2016.0,Unknown Worlds Entertainment,441480.0
6378,0.0,2016.0,"Traveller's Tales,TT Games,Feral Interactive (Mac)",466541.0
6379,9.99,2016.0,"Traveller's Tales,TT Games,Feral Interactive (Mac)",439241.0
6380,3.99,2016.0,Oneshark,489610.0
6381,14.99,2016.0,Massive Entertainment,494630.0
6382,4.99,2016.0,Massive Entertainment,468460.0
6383,99.99,2016.0,Funcom,489750.0
6384,1.99,2016.0,LEVER Software,493730.0
6385,1.99,2016.0,"Napoleon Games, s.r.o.",497540.0
6386,9.99,2016.0,Fishing Planet LLC,423369.0
6387,14.99,2016.0,Boomzap Entertainment,492640.0
6388,9.99,2016.0,灰烬天国,490390.0
6389,4.99,2016.0,,486040.0
6390,4.99,2016.0,White Wizard Games,485000.0
6391,9.99,2016.0,Persona and Pixel studio,437870.0
6392,3.99,2001.0,,488370.0
6393,3.99,2002.0,,488380.0
6394,0.0,2016.0,Manipulation Machine,369030.0
6395,3.99,2004.0,,488400.0
6396,19.99,2016.0,VisualArts/Key,462990.0
6397,12.99,2016.0,magnussoft,496360.0
6398,3.99,2003.0,,488390.0
6399,1.99,2015.0,"Foot in the Box, LLC",491390.0
6400,29.99,2016.0,FarSight Studios,493300.0
6401,39.99,2016.0,FarSight Studios,493301.0
6402,34.99,2016.0,Nitroplus,444140.0
6403,1.99,2016.0,Oryzhon Studios,492170.0
6404,8.99,2016.0,ESEA,497340.0
6405,0.0,2016.0,The Simutrans Team,435961.0
6406,4.99,2016.0,Hybriona Labs,454220.0
6407,19.99,2016.0,Codename Entertainment Inc.,492891.0
6408,29.99,2016.0,Codename Entertainment Inc.,492892.0
6409,2.99,2016.0,Dekovir Entertainment,492680.0
6410,9.99,2016.0,Codename Entertainment Inc.,492890.0
6411,12.99,2016.0,Childish Things,462700.0
6412,4.99,2016.0,Fireproof Games,425580.0
6413,4.99,2016.0,Matrix Trains,295201.0
6414,19.99,2016.0,The Game Bakers,423230.0
6415,4.99,2016.0,Matrix Trains,295200.0
6416,2.99,2016.0,Ubisoft - San Francisco,436656.0
6417,2.99,2016.0,Ubisoft - San Francisco,436657.0
6418,2.99,2016.0,Ubisoft - San Francisco,436658.0
6419,7.99,2016.0,Ubisoft - San Francisco,436659.0
6420,9.99,2016.0,"SmiteWorks USA, LLC",490480.0
6421,2.99,2016.0,"SmiteWorks USA, LLC",495330.0
6422,14.99,2016.0,"SmiteWorks USA, LLC",498890.0
6423,14.99,2016.0,"SmiteWorks USA, LLC",498900.0
6424,3.99,2014.0,,492470.0
6425,9.99,2016.0,NSE Circuit,495790.0
6426,3.99,2016.0,,492510.0
6427,19.99,2016.0,Rooster Teeth Games,418340.0
6428,13.99,2016.0,Eipix Entertainment,496030.0
6429,3.99,2011.0,,490090.0
6430,19.99,2016.0,Fishing Planet LLC,496430.0
6431,0.99,2016.0,Mihai Morosanu,487700.0
6432,14.99,2016.0,The Game Bakers,497690.0
6433,0.0,2016.0,Mi'pu'mi Games GmbH,437160.0
6434,1.99,2016.0,Lubiterum,492620.0
6435,0.0,2008.0,Saucer Software,497860.0
6436,7.99,2016.0,Yakovlev Vladislav,492600.0
6437,0.99,2016.0,PRORTUS,497050.0
6438,0.99,2016.0,Delusional Games,493650.0
6439,1.99,2016.0,"The Dirigiballers, LLC",488560.0
6440,12.99,2016.0,"Psychic Software,Goblin Portal",389190.0
6441,0.0,2016.0,Mokus,314010.0
6442,0.99,2016.0,Autonomic Interactive,486150.0
6443,0.99,2016.0,Microblast Games,498660.0
6444,9.99,2016.0,Awaceb,466350.0
6445,0.99,2016.0,Digital Melody,490820.0
6446,0.99,2016.0,Microblast Games,499360.0
6447,14.99,2016.0,"SmiteWorks USA, LLC",473600.0
6448,7.99,2016.0,Awaceb,466360.0
6449,1.99,2016.0,New State,497060.0
6450,0.0,2016.0,Big Fish Games,493640.0
6451,1.99,2016.0,Sliverbroom Studios,496530.0
6452,4.99,2016.0,Black Snowflake Games,415530.0
6453,0.0,2016.0,Big Fish Games,493630.0
6454,24.99,2016.0,07th Expansion,406550.0
6455,2.99,2016.0,Somi,496890.0
6456,14.99,2016.0,ProjectorGames,443691.0
6457,1.99,2016.0,HA Studio Ltd.,499460.0
6458,3.99,2014.0,,487990.0
6459,4.99,2016.0,,468680.0
6460,2.99,2016.0,"NFA,Claw Games",494290.0
6461,9.99,2015.0,Cybernate,368680.0
6462,0.0,2016.0,Mad Head Games,501250.0
6463,7.99,2016.0,N3V Games,500540.0
6464,15.99,2016.0,D&amp;K Games Studio,470890.0
6465,9.99,2016.0,Sean O'Connor,500190.0
6466,0.99,2016.0,SUN MONKEY Games,454480.0
6467,9.99,2016.0,Insomniac Games,475210.0
6468,7.99,2016.0,Ubisoft - San Francisco,294600.0
6469,2.99,2016.0,Ubisoft - San Francisco,436663.0
6470,1.99,2016.0,Corrosive Studios LLC,488320.0
6471,9.99,2016.0,"Action Button Entertainment, LLC",277390.0
6472,0.99,2016.0,LEVER Software,500780.0
6473,2.99,2016.0,"Jon Tiburzi,Ben Harvey,Philip Gibbons,Marc Cuva",464960.0
6474,0.99,2016.0,"Jon Tiburzi,Ben Harvey,Philip Gibbons,Marc Cuva",468040.0
6475,9.99,2016.0,HexWar Games,465750.0
6476,2.99,2016.0,"Tom Stoffel,Puny Human",500910.0
6477,99.99,2016.0,Bluehole Ginno Games,498223.0
6478,4.99,2016.0,Bluehole Ginno Games,498220.0
6479,19.99,2016.0,Bluehole Ginno Games,498221.0
6480,49.99,2016.0,Bluehole Ginno Games,498222.0
6481,14.99,2016.0,2Bit Studios,437340.0
6482,29.99,2016.0,FRENCH-BREAD,452510.0
6483,34.99,2016.0,ixtl,449830.0
6484,0.0,2016.0,Fast Forward Games,497270.0
6485,0.99,2016.0,"Maciej Targoni,Wojciech Wasiak",499440.0
6486,4.99,2016.0,PowPow,461720.0
6487,1.99,2016.0,VooFoo Studios,438904.0
6488,4.99,1995.0,Arcade Zone,418640.0
6489,3.99,2016.0,BplusGames,500860.0
6490,3.99,2016.0,goonswarm,492430.0
6491,2.99,2016.0,Quiet River,491000.0
6492,1.99,2016.0,TheBlavas,499960.0
6493,0.99,2016.0,Audio Insurgency,500160.0
6494,99.99,2016.0,Evolution Software,275030.0
6495,0.0,2016.0,Mechanical Boss,444620.0
6496,14.99,2016.0,Mechanical Boss,494074.0
6497,2.99,2016.0,Sapphire Dragon Productions,492280.0
6498,3.99,2016.0,Kelint,499390.0
6499,1.99,2016.0,Serhii Vitukhin,490300.0
6500,9.99,2016.0,Blue Mana,491110.0
6501,0.0,2016.0,Blam! Games LLC,393930.0
6502,6.99,2016.0,Vidan Design,471896.0
